IDPromo,IDBillet,IDPromotion,TauxPromotion,DateDebut,DateFin
6463,18287,3,16.37,2022-07-02,2022-07-19
6464,18295,1,22.72,2023-06-28,2023-07-22
6465,18296,1,32.9,2023-05-22,2023-06-07
6466,18297,3,18.42,2023-06-26,2023-07-14
6467,18301,2,29.39,2023-05-01,2023-05-24
6468,18310,1,8.09,2024-08-08,2024-08-27
6469,18312,3,33.58,2024-08-22,2024-09-16
6470,18313,1,24.9,2024-07-03,2024-07-25
6471,18320,1,19.67,2024-09-09,2024-09-26
6472,18346,1,21.95,2023-07-03,2023-07-28
6473,18349,2,16.02,2022-02-08,2022-03-01
6474,18351,1,22.36,2022-02-24,2022-03-14
6475,18355,3,19.26,2021-12-23,2022-01-11
6476,18356,2,31.14,2022-01-01,2022-01-15
6477,18357,2,11.13,2022-03-06,2022-03-28
6478,18361,3,9.71,2023-01-08,2023-01-26
6479,18364,3,6.83,2023-02-16,2023-03-08
6480,18371,1,5.88,2023-03-03,2023-03-21
6481,18372,2,25.1,2022-12-11,2022-12-31
6482,18373,1,29.92,2023-01-05,2023-01-20
6483,18374,3,23.64,2022-12-18,2023-01-09
6484,18376,3,20.34,2024-01-27,2024-02-20
6485,18378,1,14.83,2024-02-05,2024-02-18
6486,18382,2,27.06,2023-12-08,2023-12-23
6487,18385,1,7.77,2024-02-12,2024-03-04
6488,18387,3,22.42,2024-02-25,2024-03-19
6489,18389,3,24.47,2024-02-17,2024-03-07
6490,18393,2,28.89,2022-03-26,2022-04-06
6491,18396,1,19.19,2022-02-07,2022-02-27
6492,18401,2,6.09,2022-01-22,2022-02-17
6493,18403,1,17.83,2021-11-19,2021-12-13
6494,18405,1,31.91,2021-10-16,2021-11-01
6495,18407,3,6.16,2021-11-22,2021-12-17
6496,18414,1,33.92,2021-10-12,2021-10-27
6497,18415,3,6.81,2022-12-02,2022-12-16
6498,18422,2,15.31,2022-11-09,2022-12-03
6499,18423,2,20.48,2022-12-15,2023-01-10
6500,18426,1,32.07,2023-01-14,2023-02-07
6501,18427,2,13.82,2023-01-28,2023-02-18
6502,18436,1,22.57,2023-08-23,2023-09-03
6503,18437,3,26.88,2023-07-06,2023-07-28
6504,18442,3,9.83,2023-05-31,2023-06-21
6505,18448,2,17.53,2022-12-21,2023-01-09
6506,18450,2,8.08,2022-12-09,2022-12-27
6507,18452,1,22.51,2023-02-13,2023-03-08
6508,18455,3,5.89,2023-02-14,2023-03-04
6509,18456,3,28.22,2022-12-05,2022-12-28
6510,18457,1,32.7,2023-02-03,2023-02-17
6511,18458,2,23.66,2022-12-16,2023-01-09
6512,18461,2,5.64,2022-12-14,2023-01-05
6513,18463,2,15.02,2022-09-12,2022-10-01
6514,18464,1,10.28,2022-08-26,2022-09-12
6515,18465,2,22.25,2022-07-27,2022-08-18
6516,18470,3,20.51,2022-06-20,2022-07-17
6517,18471,1,20.12,2022-09-09,2022-09-28
6518,18472,3,26.95,2022-07-04,2022-07-21
6519,18473,1,26.14,2022-07-11,2022-08-04
6520,18479,2,24.8,2023-04-18,2023-05-08
6521,18482,3,20.97,2023-05-13,2023-06-02
6522,18487,1,15.81,2023-03-16,2023-04-09
6523,18492,3,20.15,2023-05-09,2023-05-21
6524,18493,2,12.89,2023-06-09,2023-06-24
6525,18495,3,17.63,2023-05-05,2023-05-24
6526,18497,3,5.05,2023-06-28,2023-07-23
6527,18499,3,33.04,2023-06-29,2023-07-18
6528,18508,2,10.06,2023-07-12,2023-08-06
6529,18510,1,19.86,2023-09-16,2023-10-11
6530,18512,3,9.15,2023-09-21,2023-10-17
6531,18521,2,9.23,2023-07-14,2023-08-03
6532,18524,1,8.45,2022-06-15,2022-07-06
6533,18525,1,5.09,2022-06-27,2022-07-13
6534,18526,2,14.29,2022-08-04,2022-08-27
6535,18529,3,25.35,2022-05-15,2022-06-05
6536,18530,3,34.4,2022-06-24,2022-07-12
6537,18532,2,26.0,2022-07-08,2022-07-24
6538,18534,1,12.2,2022-05-15,2022-06-06
6539,18536,2,18.64,2022-06-01,2022-06-23
6540,18538,1,11.54,2022-07-21,2022-08-08
6541,18542,1,33.47,2021-12-15,2022-01-03
6542,18543,1,15.02,2021-10-11,2021-10-27
6543,18545,2,33.35,2021-11-29,2021-12-11
6544,18547,3,25.77,2021-11-24,2021-12-10
6545,18548,2,13.21,2021-10-27,2021-11-19
6546,18551,1,31.8,2021-12-11,2022-01-02
6547,18553,1,11.07,2021-12-26,2022-01-11
6548,18562,3,30.08,2024-08-16,2024-09-08
6549,18564,1,30.52,2024-08-16,2024-09-01
6550,18567,2,19.08,2024-02-11,2024-03-05
6551,18571,3,26.31,2024-04-17,2024-05-14
6552,18572,3,13.74,2024-02-29,2024-03-25
6553,18573,3,9.76,2024-03-14,2024-04-01
6554,18578,3,10.7,2024-03-18,2024-04-05
6555,18580,1,9.72,2024-03-22,2024-04-08
6556,18581,3,6.26,2024-03-10,2024-03-26
6557,18590,2,6.63,2022-10-27,2022-11-07
6558,18593,1,21.7,2022-09-19,2022-10-16
6559,18594,1,20.78,2022-10-14,2022-11-02
6560,18595,2,14.69,2022-09-27,2022-10-12
6561,18599,3,28.42,2022-07-24,2022-08-13
6562,18600,2,8.54,2022-07-30,2022-08-18
6563,18601,1,29.7,2022-06-04,2022-06-27
6564,18603,1,19.09,2022-08-26,2022-09-11
6565,18604,1,30.68,2022-08-31,2022-09-20
6566,18605,3,21.1,2022-08-16,2022-09-06
6567,18606,2,28.97,2022-07-07,2022-07-26
6568,18608,2,15.49,2022-08-17,2022-09-08
6569,18612,3,29.84,2022-06-15,2022-07-06
6570,18613,3,7.52,2022-07-27,2022-08-13
6571,18614,3,18.15,2022-07-19,2022-08-15
6572,18618,3,28.01,2023-12-13,2024-01-04
6573,18619,3,13.85,2023-12-11,2023-12-31
6574,18621,1,15.8,2023-11-21,2023-12-14
6575,18623,3,18.47,2023-12-30,2024-01-18
6576,18624,1,24.21,2023-10-28,2023-11-23
6577,18627,3,27.26,2023-11-28,2023-12-19
6578,18628,1,29.04,2023-11-22,2023-12-11
6579,18634,1,8.77,2023-11-04,2023-11-24
6580,18637,1,18.83,2024-09-18,2024-10-14
6581,18639,1,17.52,2024-10-13,2024-11-02
6582,18641,2,20.2,2024-11-16,2024-12-05
6583,18642,2,7.04,2024-11-12,2024-12-05
6584,18645,2,20.26,2024-10-16,2024-11-10
6585,18649,1,12.04,2024-09-21,2024-10-08
6586,18656,2,14.95,2023-01-05,2023-01-18
6587,18660,3,14.29,2023-01-07,2023-02-03
6588,18666,1,26.51,2023-01-15,2023-01-28
6589,18669,3,24.73,2023-02-13,2023-02-28
6590,18672,1,10.32,2024-08-31,2024-09-25
6591,18674,2,27.47,2024-07-08,2024-07-30
6592,18679,1,14.31,2024-09-03,2024-09-30
6593,18683,2,22.17,2024-09-02,2024-09-23
6594,18687,2,6.82,2023-12-04,2023-12-24
6595,18694,1,8.15,2023-11-05,2023-11-25
6596,18696,1,11.83,2023-10-14,2023-10-30
6597,18700,3,6.44,2022-03-05,2022-04-01
6598,18702,2,16.39,2022-03-09,2022-03-22
6599,18705,1,5.11,2022-03-31,2022-04-25
6600,18706,3,10.98,2022-04-01,2022-04-21
6601,18714,1,27.62,2023-12-18,2024-01-12
6602,18716,2,31.07,2024-01-01,2024-01-19
6603,18717,1,15.96,2024-02-18,2024-03-05
6604,18721,1,28.88,2024-02-05,2024-02-27
6605,18723,2,14.81,2023-12-15,2023-12-28
6606,18725,1,20.35,2024-02-06,2024-02-18
6607,18729,3,18.96,2022-02-18,2022-03-06
6608,18730,2,14.54,2021-12-15,2021-12-31
6609,18737,2,15.04,2022-02-09,2022-02-26
6610,18745,2,11.34,2024-04-10,2024-05-04
6611,18746,3,11.42,2024-03-20,2024-04-07
6612,18747,2,16.2,2024-04-30,2024-05-14
6613,18748,1,7.06,2024-02-25,2024-03-14
6614,18749,2,18.83,2024-04-12,2024-04-28
6615,18750,2,31.81,2024-05-14,2024-05-27
6616,18752,1,6.65,2024-03-30,2024-04-15
6617,18753,1,23.77,2024-04-15,2024-05-09
6618,18754,1,18.99,2024-04-12,2024-05-03
6619,18755,3,14.9,2021-12-06,2021-12-31
6620,18760,1,25.25,2021-12-06,2021-12-30
6621,18767,2,31.66,2024-05-12,2024-05-31
6622,18770,2,11.71,2024-04-18,2024-05-04
6623,18771,3,5.31,2024-06-09,2024-06-28
6624,18785,2,8.06,2022-05-12,2022-06-03
6625,18788,3,26.21,2022-04-26,2022-05-17
6626,18789,3,18.72,2022-03-03,2022-03-21
6627,18795,3,9.51,2023-07-21,2023-08-10
6628,18796,1,22.54,2023-07-24,2023-08-07
6629,18797,2,11.75,2023-06-24,2023-07-13
6630,18798,2,16.9,2023-07-28,2023-08-16
6631,18799,2,6.29,2023-08-30,2023-09-22
6632,18800,1,7.9,2023-07-15,2023-08-05
6633,18802,3,10.93,2023-06-30,2023-07-16
6634,18805,2,31.37,2023-08-28,2023-09-15
6635,18806,1,15.56,2023-07-19,2023-07-30
6636,18809,3,7.06,2023-07-10,2023-07-25
6637,18814,1,23.54,2024-04-28,2024-05-24
6638,18819,3,13.33,2024-05-08,2024-05-24
6639,18820,1,33.77,2024-02-25,2024-03-09
6640,18821,2,17.9,2024-02-25,2024-03-10
6641,18823,2,34.55,2024-02-04,2024-02-16
6642,18824,3,32.58,2024-01-24,2024-02-14
6643,18829,3,7.15,2024-03-17,2024-04-07
6644,18834,3,19.3,2024-02-13,2024-02-29
6645,18837,3,33.16,2024-02-06,2024-02-25
6646,18839,2,20.65,2024-01-26,2024-02-19
6647,18841,3,32.06,2024-04-03,2024-04-23
6648,18845,2,30.65,2024-03-10,2024-03-30
6649,18848,3,27.57,2023-07-03,2023-07-21
6650,18852,2,21.92,2023-07-18,2023-08-15
6651,18855,3,22.83,2023-06-11,2023-06-28
6652,18856,2,30.25,2023-05-05,2023-05-20
6653,18857,3,7.82,2023-07-07,2023-07-28
6654,18858,1,19.66,2023-06-06,2023-06-29
6655,18862,1,31.46,2023-04-30,2023-05-18
6656,18863,1,10.22,2023-05-09,2023-05-27
6657,18866,2,25.56,2023-05-04,2023-05-29
6658,18872,3,14.89,2022-07-04,2022-07-30
6659,18873,2,17.03,2022-05-30,2022-06-12
6660,18876,3,17.62,2022-07-23,2022-08-04
6661,18877,2,6.93,2022-05-20,2022-06-04
6662,18878,3,27.13,2022-05-28,2022-06-09
6663,18882,3,17.97,2024-02-19,2024-03-16
6664,18886,3,30.53,2023-12-30,2024-01-23
6665,18892,2,14.42,2024-01-31,2024-02-20
6666,18893,3,9.93,2024-01-15,2024-02-09
6667,18894,2,10.42,2021-12-07,2021-12-21
6668,18906,3,15.19,2021-11-30,2021-12-16
6669,18912,2,25.31,2023-09-07,2023-09-21
6670,18916,2,7.92,2023-07-26,2023-08-08
6671,18917,1,18.37,2023-10-01,2023-10-26
6672,18920,1,25.49,2023-08-22,2023-09-11
6673,18943,2,24.32,2024-04-16,2024-04-29
6674,18944,1,16.56,2024-06-29,2024-07-17
6675,18952,1,5.27,2024-05-15,2024-05-31
6676,18956,2,23.07,2023-11-27,2023-12-18
6677,18957,1,6.64,2023-11-09,2023-12-01
6678,18958,1,21.0,2023-12-07,2023-12-19
6679,18959,2,23.14,2023-09-30,2023-10-23
6680,18964,3,7.05,2023-09-30,2023-10-14
6681,18965,3,10.06,2023-11-21,2023-12-17
6682,18973,3,16.49,2022-05-08,2022-06-02
6683,18976,2,14.23,2022-05-04,2022-05-23
6684,18979,1,24.98,2022-06-07,2022-06-25
6685,18984,3,13.17,2024-03-07,2024-03-24
6686,18993,3,22.38,2024-03-07,2024-03-22
6687,18994,1,6.77,2024-05-06,2024-05-24
6688,18998,3,23.93,2024-03-05,2024-03-31
6689,19000,1,18.85,2024-05-09,2024-05-24
6690,19001,2,7.86,2024-04-22,2024-05-10
6691,19002,3,12.34,2024-04-13,2024-05-01
6692,19004,1,27.89,2022-07-15,2022-08-04
6693,19006,1,20.51,2022-06-12,2022-07-01
6694,19008,2,23.46,2022-06-30,2022-07-11
6695,19010,1,16.65,2022-06-19,2022-07-09
6696,19018,1,33.91,2022-05-13,2022-06-01
6697,19023,1,13.74,2023-04-06,2023-04-27
6698,19025,1,23.41,2023-02-23,2023-03-09
6699,19028,3,33.49,2023-03-13,2023-04-01
6700,19032,3,6.32,2023-03-21,2023-04-11
6701,19033,3,16.39,2023-04-21,2023-05-11
6702,19034,1,32.78,2023-04-09,2023-05-02
6703,19035,1,21.89,2023-03-18,2023-04-10
6704,19036,2,13.8,2023-04-01,2023-04-26
6705,19045,1,27.01,2024-03-21,2024-04-13
6706,19046,2,16.1,2024-03-25,2024-04-14
6707,19048,3,12.12,2024-05-13,2024-05-24
6708,19050,2,13.86,2024-03-21,2024-04-04
6709,19051,1,22.76,2023-12-31,2024-01-15
6710,19052,1,7.34,2024-01-19,2024-02-08
6711,19056,2,20.49,2024-01-14,2024-02-05
6712,19057,2,29.14,2024-01-15,2024-02-01
6713,19066,2,6.62,2024-10-14,2024-11-01
6714,19067,2,28.58,2024-09-03,2024-09-20
6715,19073,1,17.84,2024-09-28,2024-10-19
6716,19074,1,29.76,2024-09-08,2024-09-23
6717,19076,3,23.65,2024-10-04,2024-10-24
6718,19081,3,25.91,2022-03-29,2022-04-13
6719,19084,1,7.31,2022-04-30,2022-05-23
6720,19085,2,12.67,2022-04-11,2022-04-27
6721,19086,1,33.42,2022-04-23,2022-05-13
6722,19087,3,25.48,2022-04-20,2022-05-08
6723,19088,1,17.52,2022-03-30,2022-04-16
6724,19089,2,11.8,2022-05-12,2022-06-02
6725,19090,2,15.08,2022-03-08,2022-03-31
6726,19091,2,22.51,2022-03-26,2022-04-11
6727,19092,3,27.27,2022-04-06,2022-04-26
6728,19093,1,33.26,2022-04-22,2022-05-13
6729,19094,3,20.83,2022-04-27,2022-05-15
6730,19095,2,7.0,2022-05-09,2022-05-23
6731,19096,2,16.57,2022-03-06,2022-03-23
6732,19098,3,34.78,2024-01-10,2024-02-02
6733,19107,1,24.55,2024-01-20,2024-02-01
6734,19113,2,34.05,2023-07-28,2023-08-23
6735,19114,1,9.8,2023-08-05,2023-08-28
6736,19115,3,5.34,2023-07-06,2023-07-20
6737,19116,2,12.82,2023-08-29,2023-09-23
6738,19117,3,21.86,2023-06-10,2023-07-04
6739,19120,2,8.66,2023-06-21,2023-07-13
6740,19124,2,25.34,2023-08-03,2023-08-24
6741,19126,1,19.88,2023-07-28,2023-08-16
6742,19127,2,13.84,2023-08-07,2023-08-22
6743,19128,3,18.85,2023-08-07,2023-08-18
6744,19129,1,30.47,2023-06-11,2023-06-28
6745,19131,2,25.7,2023-10-31,2023-11-26
6746,19134,1,25.32,2023-09-09,2023-09-27
6747,19136,1,8.62,2023-08-29,2023-09-11
6748,19139,3,15.1,2023-10-26,2023-11-15
6749,19140,1,18.7,2022-12-12,2023-01-04
6750,19142,2,24.38,2023-02-21,2023-03-10
6751,19143,3,14.24,2023-03-04,2023-03-26
6752,19145,3,30.16,2022-12-20,2023-01-09
6753,19149,2,13.99,2023-02-21,2023-03-19
6754,19156,1,17.91,2023-08-05,2023-08-21
6755,19158,2,10.28,2023-08-19,2023-09-09
6756,19159,3,17.15,2023-08-22,2023-09-12
6757,19160,2,24.18,2023-08-26,2023-09-18
6758,19161,3,7.62,2023-08-01,2023-08-16
6759,19163,1,18.33,2023-10-08,2023-10-31
6760,19171,1,22.98,2022-09-08,2022-09-29
6761,19176,1,16.68,2022-11-01,2022-11-11
6762,19179,1,7.78,2022-09-14,2022-09-30
6763,19190,3,32.71,2022-04-01,2022-04-21
6764,19194,2,10.96,2022-04-24,2022-05-07
6765,19197,2,21.53,2022-02-18,2022-03-12
6766,19198,2,12.65,2022-03-29,2022-04-13
6767,19199,3,27.73,2022-03-31,2022-04-21
6768,19200,2,8.32,2022-03-03,2022-03-20
6769,19201,3,9.01,2022-04-08,2022-04-28
6770,19202,1,17.29,2022-03-23,2022-04-10
6771,19206,1,19.59,2024-09-07,2024-09-19
6772,19213,3,23.19,2024-10-06,2024-10-19
6773,19214,1,25.15,2024-08-18,2024-09-04
6774,19215,3,29.0,2024-07-29,2024-08-23
6775,19223,2,34.01,2022-07-03,2022-07-23
6776,19231,2,24.03,2022-05-08,2022-05-26
6777,19232,1,25.35,2022-07-22,2022-08-16
6778,19234,3,32.15,2024-09-22,2024-10-13
6779,19241,1,20.68,2024-10-22,2024-11-07
6780,19244,2,32.81,2024-09-28,2024-10-18
6781,19245,3,16.09,2024-09-19,2024-10-16
6782,19247,3,5.25,2024-08-13,2024-08-26
6783,19250,1,19.02,2024-09-12,2024-10-03
6784,19255,3,32.19,2022-11-13,2022-11-27
6785,19256,2,22.32,2022-11-07,2022-11-26
6786,19258,2,34.65,2022-11-03,2022-11-26
6787,19261,2,32.17,2022-10-31,2022-11-23
6788,19263,2,6.96,2022-11-16,2022-12-09
6789,19264,1,20.67,2022-11-02,2022-11-22
6790,19270,3,13.43,2022-11-24,2022-12-08
6791,19271,1,17.17,2022-12-30,2023-01-16
6792,19276,2,28.01,2023-10-08,2023-10-26
6793,19278,3,25.28,2023-09-26,2023-10-07
6794,19280,3,22.29,2023-09-05,2023-09-25
6795,19284,2,22.7,2023-10-04,2023-10-20
6796,19285,2,29.57,2023-10-26,2023-11-10
6797,19292,1,6.86,2023-11-04,2023-11-23
6798,19295,1,34.5,2023-09-08,2023-10-02
6799,19297,3,28.02,2023-11-18,2023-12-08
6800,19300,2,26.5,2023-09-06,2023-09-25
6801,19304,1,33.7,2022-07-17,2022-08-09
6802,19313,2,6.84,2022-09-21,2022-10-18
6803,19314,2,10.25,2022-09-17,2022-10-07
6804,19315,1,13.75,2022-08-02,2022-08-24
6805,19323,3,17.38,2023-02-01,2023-02-23
6806,19333,1,21.11,2023-01-31,2023-02-11
6807,19335,1,27.89,2023-03-31,2023-04-21
6808,19336,3,5.57,2023-01-24,2023-02-09
6809,19338,3,27.98,2022-05-04,2022-05-24
6810,19339,1,12.47,2022-06-20,2022-07-08
6811,19340,2,13.52,2022-06-29,2022-07-24
6812,19341,2,17.38,2022-07-04,2022-07-17
6813,19342,2,13.05,2022-04-17,2022-05-06
6814,19343,3,29.03,2022-05-03,2022-05-16
6815,19344,2,13.67,2022-04-21,2022-05-19
6816,19350,1,10.96,2022-04-24,2022-05-18
6817,19351,3,23.32,2022-09-07,2022-09-29
6818,19352,1,9.5,2022-10-04,2022-10-24
6819,19354,2,32.09,2022-08-14,2022-09-05
6820,19355,1,16.43,2022-10-05,2022-10-28
6821,19357,1,27.56,2022-07-17,2022-08-10
6822,19358,1,31.75,2022-09-07,2022-09-22
6823,19362,1,8.37,2022-07-17,2022-07-30
6824,19363,1,12.41,2022-07-31,2022-08-20
6825,19367,2,27.27,2022-07-30,2022-08-19
6826,19369,3,5.92,2022-07-13,2022-08-08
6827,19370,3,31.9,2023-03-19,2023-04-09
6828,19371,1,18.85,2023-04-08,2023-04-27
6829,19373,1,28.93,2023-03-23,2023-04-14
6830,19379,2,17.95,2023-04-26,2023-05-16
6831,19380,2,34.31,2023-04-29,2023-05-18
6832,19381,1,27.88,2023-04-10,2023-05-01
6833,19391,1,10.52,2022-11-22,2022-12-17
6834,19396,1,30.06,2022-11-11,2022-12-03
6835,19402,1,8.42,2022-11-01,2022-11-20
6836,19403,2,8.08,2022-10-16,2022-10-29
6837,19407,3,18.4,2022-10-04,2022-10-29
6838,19410,1,11.83,2022-11-01,2022-11-25
6839,19411,3,25.78,2022-10-03,2022-10-15
6840,19412,3,8.4,2022-09-04,2022-09-19
6841,19413,3,34.05,2022-09-03,2022-09-26
6842,19416,1,10.81,2022-08-02,2022-08-18
6843,19419,3,12.55,2022-10-15,2022-10-26
6844,19420,1,29.69,2022-08-16,2022-09-09
6845,19421,3,27.64,2022-09-07,2022-09-30
6846,19425,3,34.02,2022-08-31,2022-09-23
6847,19429,2,19.87,2022-03-30,2022-04-17
6848,19430,1,7.14,2022-04-15,2022-05-03
6849,19435,3,26.92,2022-03-20,2022-04-12
6850,19437,2,20.76,2022-04-17,2022-04-29
6851,19438,2,28.71,2022-04-04,2022-04-17
6852,19444,2,10.73,2022-11-12,2022-12-01
6853,19446,1,21.65,2022-12-12,2022-12-25
6854,19449,3,26.18,2022-11-10,2022-12-01
6855,19452,2,25.07,2022-10-30,2022-11-24
6856,19453,1,20.08,2022-10-17,2022-11-03
6857,19455,1,15.5,2022-10-14,2022-11-01
6858,19456,1,10.44,2022-10-17,2022-11-02
6859,19457,2,20.01,2022-11-17,2022-12-14
6860,19458,3,29.49,2022-10-20,2022-11-09
6861,19461,2,27.12,2024-08-25,2024-09-06
6862,19464,2,24.56,2024-07-11,2024-07-24
6863,19465,1,23.93,2024-06-28,2024-07-23
6864,19468,2,9.9,2024-08-25,2024-09-13
6865,19469,2,7.25,2024-08-09,2024-08-25
6866,19473,2,19.4,2024-05-11,2024-05-29
6867,19474,2,29.28,2024-05-24,2024-06-13
6868,19475,3,22.31,2024-07-13,2024-08-03
6869,19476,3,11.42,2024-06-22,2024-07-04
6870,19478,3,8.13,2024-06-24,2024-07-15
6871,19480,2,6.87,2024-05-27,2024-06-20
6872,19484,2,13.36,2024-03-30,2024-04-25
6873,19485,2,24.68,2024-04-11,2024-04-25
6874,19487,3,31.14,2024-05-05,2024-05-19
6875,19488,3,22.09,2024-05-01,2024-05-21
6876,19494,3,8.09,2024-05-24,2024-06-17
6877,19501,2,26.45,2023-09-13,2023-10-07
6878,19503,3,19.7,2023-09-25,2023-10-08
6879,19504,2,32.68,2023-08-15,2023-09-09
6880,19507,3,26.77,2023-07-16,2023-08-11
6881,19511,1,22.45,2023-07-23,2023-08-12
6882,19514,1,32.9,2023-07-10,2023-08-03
6883,19516,1,14.77,2023-07-27,2023-08-16
6884,19517,1,33.74,2023-08-15,2023-09-02
6885,19518,2,18.31,2023-07-08,2023-07-27
6886,19519,1,12.92,2023-08-12,2023-09-02
6887,19520,1,6.16,2023-07-02,2023-07-17
6888,19524,2,16.29,2023-07-03,2023-07-25
6889,19525,2,23.07,2023-08-09,2023-09-01
6890,19540,1,26.6,2022-10-01,2022-10-27
6891,19541,2,20.1,2022-10-19,2022-10-30
6892,19542,3,28.26,2022-07-30,2022-08-13
6893,19545,2,9.86,2022-10-03,2022-10-20
6894,19551,2,14.44,2024-03-13,2024-04-03
6895,19555,2,24.78,2024-04-16,2024-05-06
6896,19556,1,25.5,2024-04-18,2024-05-03
6897,19565,1,14.04,2024-03-11,2024-03-25
6898,19566,2,28.64,2024-04-04,2024-04-23
6899,19571,2,19.95,2022-03-04,2022-03-29
6900,19572,2,30.66,2022-03-30,2022-04-20
6901,19574,1,9.22,2022-02-26,2022-03-18
6902,19578,3,33.94,2022-02-24,2022-03-15
6903,19580,3,19.97,2022-03-25,2022-04-11
6904,19584,3,6.73,2024-06-25,2024-07-13
6905,19586,3,7.49,2024-07-17,2024-08-01
6906,19588,3,11.61,2024-05-14,2024-06-01
6907,19594,2,14.14,2024-07-01,2024-07-15
6908,19595,3,20.9,2024-07-19,2024-08-07
6909,19598,1,15.22,2024-07-21,2024-08-12
6910,19604,1,33.15,2024-05-20,2024-06-06
6911,19606,3,12.0,2024-03-17,2024-04-04
6912,19609,3,17.56,2024-05-08,2024-05-29
6913,19611,3,28.96,2024-04-04,2024-04-27
6914,19614,2,17.49,2024-05-20,2024-06-03
6915,19615,3,9.86,2023-07-28,2023-08-15
6916,19620,1,22.47,2023-05-25,2023-06-14
6917,19622,3,12.31,2023-07-08,2023-07-26
6918,19625,1,15.11,2023-07-28,2023-08-20
6919,19631,1,15.09,2023-04-17,2023-05-05
6920,19632,2,29.59,2023-06-07,2023-06-24
6921,19634,2,30.57,2023-05-24,2023-06-16
6922,19635,1,23.16,2023-05-30,2023-06-19
6923,19642,3,6.2,2023-06-03,2023-06-23
6924,19645,2,15.37,2022-04-02,2022-04-14
6925,19647,2,7.38,2022-01-25,2022-02-08
6926,19650,3,24.39,2022-04-02,2022-04-17
6927,19654,2,7.88,2022-01-29,2022-02-20
6928,19655,1,6.23,2022-04-04,2022-04-16
6929,19656,1,27.35,2022-02-11,2022-03-08
6930,19659,1,17.15,2022-01-15,2022-02-11
6931,19661,1,7.6,2023-09-03,2023-09-28
6932,19662,2,18.03,2023-09-30,2023-10-19
6933,19669,1,18.98,2023-09-12,2023-10-03
6934,19671,3,26.74,2023-11-29,2023-12-17
6935,19672,2,22.42,2023-10-20,2023-11-12
6936,19675,3,6.3,2023-12-02,2023-12-22
6937,19676,3,25.45,2024-09-01,2024-09-16
6938,19679,2,10.52,2024-10-06,2024-10-23
6939,19681,2,13.77,2024-07-29,2024-08-26
6940,19684,1,23.58,2024-08-07,2024-08-24
6941,19687,3,21.59,2024-09-08,2024-09-23
6942,19692,1,16.82,2022-03-20,2022-04-03
6943,19693,1,32.12,2022-03-05,2022-03-22
6944,19696,1,14.75,2022-04-03,2022-04-18
6945,19700,3,31.15,2022-04-28,2022-05-20
6946,19701,2,22.5,2023-06-25,2023-07-08
6947,19707,3,23.53,2023-09-09,2023-09-25
6948,19709,3,8.51,2023-07-26,2023-08-07
6949,19714,3,17.35,2023-08-04,2023-08-31
6950,19719,3,32.86,2023-08-05,2023-08-16
6951,19721,2,34.55,2024-06-03,2024-06-24
6952,19723,1,26.4,2024-05-19,2024-06-14
6953,19724,3,32.68,2024-06-19,2024-07-03
6954,19727,3,21.54,2024-05-11,2024-05-24
6955,19728,1,8.74,2024-05-23,2024-06-07
6956,19734,1,18.12,2024-03-28,2024-04-23
6957,19735,3,15.44,2024-04-27,2024-05-07
6958,19737,2,15.36,2024-05-22,2024-06-04
6959,19740,3,23.05,2024-05-08,2024-05-25
6960,19741,3,8.95,2024-04-18,2024-05-10
6961,19742,2,34.88,2024-06-18,2024-07-14
6962,19750,3,18.34,2021-12-26,2022-01-12
6963,19755,1,30.92,2022-02-22,2022-03-05
6964,19756,2,17.29,2022-01-24,2022-02-06
6965,19757,3,8.11,2021-12-16,2021-12-31
6966,19763,3,13.05,2022-01-22,2022-02-12
6967,19766,3,33.13,2022-02-27,2022-03-12
6968,19768,1,5.8,2022-03-07,2022-03-18
6969,19769,1,21.8,2022-03-02,2022-03-24
6970,19770,1,23.32,2022-01-24,2022-02-05
6971,19785,1,27.79,2023-12-06,2023-12-26
6972,19787,2,10.85,2023-11-26,2023-12-15
6973,19790,3,27.24,2023-12-11,2024-01-08
6974,19793,3,22.52,2023-11-20,2023-12-08
6975,19796,3,13.36,2023-12-15,2023-12-31
6976,19808,3,31.16,2023-05-30,2023-06-20
6977,19811,3,25.63,2023-05-29,2023-06-18
6978,19814,2,16.58,2022-02-18,2022-03-13
6979,19817,3,21.02,2022-05-15,2022-06-02
6980,19820,2,7.04,2022-03-08,2022-03-20
6981,19821,2,12.37,2022-03-22,2022-04-16
6982,19823,1,25.77,2022-04-24,2022-05-11
6983,19830,1,11.73,2022-06-02,2022-06-17
6984,19831,3,7.64,2022-03-19,2022-04-06
6985,19840,2,27.07,2022-04-05,2022-04-15
6986,19841,3,22.5,2022-05-03,2022-05-24
6987,19843,1,15.69,2022-05-13,2022-06-01
6988,19847,3,13.16,2024-10-11,2024-10-31
6989,19849,2,34.31,2024-08-09,2024-09-05
6990,19850,2,19.8,2024-10-04,2024-10-18
6991,19854,1,12.55,2024-09-16,2024-10-01
6992,19855,2,15.81,2024-08-19,2024-09-10
6993,19856,1,12.13,2024-09-24,2024-10-19
6994,19859,1,16.17,2024-09-02,2024-09-17
6995,19866,1,24.08,2023-11-18,2023-12-06
6996,19867,2,18.14,2023-11-21,2023-12-09
6997,19874,1,10.99,2023-12-29,2024-01-18
6998,19876,2,16.09,2023-11-19,2023-12-10
6999,19882,2,13.2,2024-05-10,2024-06-01
