IDBillet;IDCanal;IDVol;TarifBase;PrixAchat;DateAchat;Classe;Status
27283;5;VOL01815;1567.16;1107.98;08/08/2022;Affaire;Payé
27284;5;VOL01815;1567.16;1567.16;16/07/2022;Affaire;Payé
27285;22;VOL01815;1044.78;980.94;14/07/2022;Eco;Payé
27286;26;VOL01815;1044.78;1044.78;28/09/2022;Eco;Payé
27287;24;VOL01815;1044.78;1044.78;05/08/2022;Eco;Payé
27288;12;VOL01815;1567.16;1567.16;10/07/2022;Affaire;Payé
27289;1;VOL01815;1044.78;958.79;15/07/2022;Eco;Payé
27290;7;VOL01815;1044.78;1200.78;22/08/2022;Affaire;Payé
27291;41;VOL01815;1044.78;1044.78;08/09/2022;Eco;Payé
27292;10;VOL01815;1567.16;1175.53;01/09/2022;Affaire;Payé
27293;8;VOL01815;1044.78;719.75;13/08/2022;Eco;Payé
27294;26;VOL01815;1044.78;1121.78;22/07/2022;Affaire;Payé
27295;37;VOL01815;1044.78;1044.78;20/08/2022;Eco;Payé
27296;38;VOL01815;1044.78;889.11;25/08/2022;Eco;Payé
27297;37;VOL01815;1044.78;781.5;30/07/2022;Eco;Payé
27298;19;VOL01816;762.75;762.75;28/07/2023;Eco;Payé
27299;10;VOL01816;762.75;759.28;25/08/2023;Affaire;Payé
27300;34;VOL01816;762.75;762.75;02/10/2023;Eco;Payé
27301;6;VOL01816;762.75;855.75;18/10/2023;Affaire;Payé
27302;27;VOL01816;762.75;817.3;23/09/2023;Affaire;Payé
27303;20;VOL01816;762.75;666.57;24/09/2023;Eco;Payé
27304;20;VOL01816;762.75;552.99;10/09/2023;Eco;Payé
27305;30;VOL01816;1144.13;1144.13;09/09/2023;Affaire;Payé
27306;36;VOL01816;1144.13;812.68;06/09/2023;Affaire;Payé
27307;25;VOL01816;762.75;762.75;05/10/2023;Eco;Payé
27308;37;VOL01816;762.75;762.75;08/09/2023;Eco;Payé
27309;1;VOL01817;787.06;633.58;15/07/2023;Affaire;Payé
27310;32;VOL01817;787.06;787.06;08/08/2023;Affaire;Payé
27311;32;VOL01817;524.71;524.71;27/09/2023;Eco;Payé
27312;4;VOL01817;524.71;600.71;21/07/2023;Affaire;Payé
27313;16;VOL01817;524.71;778.71;09/09/2023;Affaire;Payé
27314;33;VOL01817;524.71;524.71;12/08/2023;Eco;Payé
27315;17;VOL01817;787.06;787.06;04/08/2023;Affaire;Payé
27316;37;VOL01817;524.71;524.71;08/07/2023;Eco;Payé
27317;22;VOL01817;524.71;524.71;28/08/2023;Eco;Payé
27318;28;VOL01817;524.71;815.71;11/08/2023;Affaire;Payé
27319;2;VOL01817;787.06;787.06;15/09/2023;Affaire;Payé
27320;18;VOL01817;524.71;817.71;11/09/2023;Affaire;Payé
27321;21;VOL01817;787.06;787.06;29/08/2023;Affaire;Payé
27322;15;VOL01817;524.71;524.71;27/08/2023;Eco;Payé
27323;22;VOL01817;524.71;524.71;09/09/2023;Eco;Payé
27324;37;VOL01817;524.71;524.71;14/09/2023;Eco;Payé
27325;32;VOL01817;787.06;787.06;17/09/2023;Affaire;Payé
27326;4;VOL01818;124.49;124.49;31/10/2022;Eco;Payé
27327;33;VOL01818;124.49;217.07;14/10/2022;Affaire;Payé
27328;32;VOL01818;124.49;124.49;11/11/2022;Eco;Payé
27329;42;VOL01818;124.49;207.86;16/11/2022;Affaire;Payé
27330;24;VOL01818;124.49;124.49;07/10/2022;Eco;Payé
27331;19;VOL01818;124.49;124.49;18/09/2022;Eco;Payé
27332;32;VOL01818;124.49;124.49;04/09/2022;Eco;Payé
27333;29;VOL01818;186.73;186.73;26/09/2022;Affaire;Payé
27334;32;VOL01818;186.73;186.73;02/09/2022;Affaire;Payé
27335;7;VOL01818;124.49;124.49;05/10/2022;Eco;Payé
27336;19;VOL01818;124.49;86.31;08/09/2022;Eco;Payé
27337;20;VOL01818;186.73;186.73;23/08/2022;Affaire;Payé
27338;5;VOL01818;124.49;124.49;14/09/2022;Eco;Payé
27339;1;VOL01818;124.49;124.49;26/08/2022;Eco;Payé
27340;16;VOL01818;186.73;186.73;12/10/2022;Affaire;Payé
27341;20;VOL01818;124.49;124.49;08/09/2022;Eco;Payé
27342;7;VOL01818;124.49;124.49;17/09/2022;Eco;Payé
27343;14;VOL01818;124.49;124.49;12/11/2022;Eco;Payé
27344;31;VOL01818;124.49;124.49;24/08/2022;Eco;Payé
27345;29;VOL01819;1063.08;1195.08;19/12/2023;Affaire;Payé
27346;35;VOL01819;1063.08;1063.08;29/02/2024;Eco;Payé
27347;20;VOL01819;1063.08;1063.08;08/12/2023;Eco;Payé
27348;41;VOL01819;1063.08;1063.08;04/02/2024;Eco;Payé
27349;22;VOL01819;1063.08;1063.08;19/12/2023;Eco;Payé
27350;5;VOL01819;1594.61;1089.12;08/12/2023;Affaire;Payé
27351;16;VOL01819;1594.61;1594.61;06/01/2024;Affaire;Payé
27352;27;VOL01819;1063.08;1063.08;23/02/2024;Eco;Payé
27353;41;VOL01819;1063.08;1063.08;29/01/2024;Eco;Payé
27354;36;VOL01819;1063.08;1063.08;10/01/2024;Eco;Payé
27355;8;VOL01819;1063.08;934.55;08/01/2024;Eco;Payé
27356;30;VOL01819;1594.61;1408.2;03/02/2024;Affaire;Payé
27357;1;VOL01819;1063.08;880.97;24/01/2024;Eco;Payé
27358;24;VOL01820;752.35;791.03;26/07/2023;Affaire;Payé
27359;11;VOL01820;752.35;718.5;22/06/2023;Affaire;Payé
27360;10;VOL01820;752.35;752.35;14/07/2023;Eco;Payé
27361;30;VOL01820;752.35;542.97;23/06/2023;Eco;Payé
27362;4;VOL01820;1128.53;1128.53;14/07/2023;Affaire;Payé
27363;9;VOL01820;752.35;752.35;19/06/2023;Eco;Payé
27364;9;VOL01820;1128.53;1128.53;11/06/2023;Affaire;Payé
27365;35;VOL01820;752.35;752.35;01/08/2023;Eco;Payé
27366;10;VOL01820;752.35;752.35;30/06/2023;Eco;Payé
27367;35;VOL01820;752.35;648.22;13/06/2023;Eco;Payé
27368;20;VOL01820;752.35;752.35;14/08/2023;Eco;Payé
27369;25;VOL01820;752.35;752.35;14/07/2023;Eco;Payé
27370;23;VOL01820;752.35;626.71;09/08/2023;Eco;Payé
27371;18;VOL01820;752.35;752.35;05/07/2023;Eco;Payé
27372;11;VOL01820;752.35;752.35;24/06/2023;Eco;Payé
27373;2;VOL01820;1128.53;1128.53;16/07/2023;Affaire;Payé
27374;12;VOL01821;139.98;139.98;21/10/2023;Affaire;Payé
27375;12;VOL01821;93.32;300.32;08/09/2023;Affaire;Payé
27376;6;VOL01821;93.32;93.32;30/10/2023;Eco;Payé
27377;33;VOL01821;93.32;61.66;02/10/2023;Eco;Payé
27378;30;VOL01821;93.32;80.31;07/10/2023;Eco;Payé
27379;19;VOL01821;139.98;139.98;19/09/2023;Affaire;Payé
27380;3;VOL01821;93.32;75.29;22/09/2023;Eco;Payé
27381;37;VOL01821;93.32;93.32;19/08/2023;Eco;Payé
27382;42;VOL01821;93.32;69.09;24/08/2023;Eco;Payé
27383;15;VOL01821;93.32;60.72;16/08/2023;Eco;Payé
27384;13;VOL01821;93.32;70.62;23/09/2023;Eco;Payé
27385;33;VOL01821;93.32;88.5;23/08/2023;Eco;Payé
27386;35;VOL01821;93.32;68.45;12/09/2023;Eco;Payé
27387;36;VOL01821;93.32;270.72;04/10/2023;Affaire;Payé
27388;30;VOL01821;93.32;93.32;20/10/2023;Eco;Payé
27389;17;VOL01822;760.95;841.65;03/09/2024;Affaire;Payé
27390;24;VOL01822;1141.43;1141.43;26/08/2024;Affaire;Payé
27391;18;VOL01822;760.95;583.88;30/09/2024;Eco;Payé
27392;21;VOL01822;760.95;760.95;03/09/2024;Eco;Payé
27393;15;VOL01822;760.95;621.62;13/09/2024;Eco;Payé
27394;22;VOL01822;760.95;760.95;09/09/2024;Eco;Payé
27395;27;VOL01822;1141.43;1141.43;10/09/2024;Affaire;Payé
27396;1;VOL01822;760.95;664.79;26/08/2024;Affaire;Payé
27397;36;VOL01822;760.95;969.95;17/08/2024;Affaire;Payé
27398;8;VOL01822;760.95;760.95;21/08/2024;Eco;Payé
27399;7;VOL01822;1141.43;1141.43;20/10/2024;Affaire;Payé
27400;18;VOL01822;760.95;816.71;19/09/2024;Affaire;Payé
27401;18;VOL01822;760.95;760.95;19/09/2024;Eco;Payé
27402;5;VOL01822;760.95;760.95;08/10/2024;Eco;Payé
27403;33;VOL01822;760.95;731.57;20/08/2024;Affaire;Payé
27404;21;VOL01823;759.73;759.73;23/08/2024;Eco;Payé
27405;28;VOL01823;759.73;759.73;04/08/2024;Eco;Payé
27406;30;VOL01823;759.73;759.73;06/08/2024;Eco;Payé
27407;2;VOL01823;759.73;759.73;21/10/2024;Eco;Payé
27408;15;VOL01823;759.73;742.18;21/09/2024;Affaire;Payé
27409;40;VOL01823;759.73;759.73;23/09/2024;Eco;Payé
27410;3;VOL01823;759.73;601.63;25/10/2024;Eco;Payé
27411;14;VOL01823;759.73;500.97;08/08/2024;Eco;Payé
27412;8;VOL01823;759.73;575.88;08/08/2024;Eco;Payé
27413;15;VOL01823;1139.59;1139.59;18/08/2024;Affaire;Payé
27414;31;VOL01823;759.73;759.73;10/09/2024;Eco;Payé
27415;17;VOL01823;759.73;759.73;22/08/2024;Eco;Payé
27416;3;VOL01823;759.73;842.73;17/08/2024;Affaire;Payé
27417;39;VOL01823;759.73;759.73;05/09/2024;Eco;Payé
27418;17;VOL01823;759.73;1003.89;26/09/2024;Affaire;Payé
27419;16;VOL01823;759.73;1027.73;08/09/2024;Affaire;Payé
27420;20;VOL01823;1139.59;1139.59;01/09/2024;Affaire;Payé
27421;14;VOL01823;759.73;964.73;05/10/2024;Affaire;Payé
27422;19;VOL01823;759.73;759.73;25/08/2024;Eco;Payé
27423;8;VOL01824;694.37;694.37;07/10/2024;Eco;Payé
27424;26;VOL01824;694.37;509.11;10/12/2024;Eco;Payé
27425;16;VOL01824;694.37;694.37;25/10/2024;Eco;Payé
27426;39;VOL01824;1041.56;1041.56;20/10/2024;Affaire;Payé
27427;29;VOL01824;694.37;694.37;08/10/2024;Eco;Payé
27428;2;VOL01824;694.37;551.33;20/10/2024;Eco;Payé
27429;28;VOL01824;1041.56;1041.56;21/10/2024;Affaire;Payé
27430;38;VOL01824;694.37;475.5;10/11/2024;Eco;Payé
27431;8;VOL01824;694.37;804.37;28/10/2024;Affaire;Payé
27432;6;VOL01824;694.37;694.37;04/11/2024;Eco;Payé
27433;30;VOL01824;1041.56;820.33;22/09/2024;Affaire;Payé
27434;19;VOL01824;1041.56;918.66;13/11/2024;Affaire;Payé
27435;33;VOL01824;694.37;694.37;13/11/2024;Eco;Payé
27436;13;VOL01825;404.95;609.95;21/07/2024;Affaire;Payé
27437;1;VOL01825;404.95;487.95;11/08/2024;Affaire;Payé
27438;39;VOL01825;404.95;352.14;04/09/2024;Eco;Payé
27439;3;VOL01825;404.95;404.95;16/08/2024;Eco;Payé
27440;15;VOL01825;404.95;271.52;02/08/2024;Eco;Payé
27441;14;VOL01825;404.95;404.95;27/08/2024;Eco;Payé
27442;12;VOL01825;404.95;589.95;12/07/2024;Affaire;Payé
27443;19;VOL01825;404.95;404.95;28/08/2024;Eco;Payé
27444;30;VOL01825;404.95;404.95;31/07/2024;Eco;Payé
27445;35;VOL01825;404.95;404.95;02/09/2024;Eco;Payé
27446;29;VOL01825;404.95;404.95;01/08/2024;Eco;Payé
27447;1;VOL01825;404.95;404.95;25/07/2024;Eco;Payé
27448;6;VOL01825;404.95;404.95;06/07/2024;Eco;Payé
27449;10;VOL01825;404.95;404.95;11/07/2024;Eco;Payé
27450;11;VOL01825;607.43;542.74;14/09/2024;Affaire;Payé
27451;24;VOL01825;607.43;607.43;22/08/2024;Affaire;Payé
27452;22;VOL01825;404.95;444.01;17/07/2024;Affaire;Payé
27453;22;VOL01826;120.53;120.53;13/08/2023;Affaire;Payé
27454;28;VOL01826;80.36;59.82;23/07/2023;Eco;Payé
27455;1;VOL01826;80.36;69.2;01/07/2023;Eco;Payé
27456;28;VOL01826;80.36;347.36;17/08/2023;Affaire;Payé
27457;20;VOL01826;80.36;80.36;12/06/2023;Eco;Payé
27458;11;VOL01826;120.53;120.53;07/07/2023;Affaire;Payé
27459;6;VOL01826;80.36;220.36;06/06/2023;Affaire;Payé
27460;16;VOL01826;80.36;57.2;01/07/2023;Eco;Payé
27461;28;VOL01826;80.36;80.36;12/07/2023;Eco;Payé
27462;13;VOL01826;80.36;239.84;24/06/2023;Affaire;Payé
27463;28;VOL01826;80.36;69.72;07/08/2023;Eco;Payé
27464;14;VOL01826;80.36;80.36;14/08/2023;Eco;Payé
27465;18;VOL01826;120.53;120.53;07/08/2023;Affaire;Payé
27466;38;VOL01827;112.3;112.3;29/06/2024;Affaire;Payé
27467;32;VOL01827;74.86;74.86;14/08/2024;Eco;Payé
27468;36;VOL01827;112.3;104.37;29/06/2024;Affaire;Payé
27469;33;VOL01827;112.3;91.97;28/06/2024;Affaire;Payé
27470;27;VOL01827;74.86;330.52;17/07/2024;Affaire;Payé
27471;23;VOL01827;74.86;335.86;16/06/2024;Affaire;Payé
27472;42;VOL01827;74.86;56.03;05/06/2024;Eco;Payé
27473;16;VOL01827;74.86;74.86;09/06/2024;Eco;Payé
27474;21;VOL01827;74.86;210.86;28/06/2024;Affaire;Payé
27475;14;VOL01827;74.86;344.86;17/07/2024;Affaire;Payé
27476;16;VOL01827;74.86;167.76;08/08/2024;Affaire;Payé
27477;25;VOL01827;112.3;88.0;07/07/2024;Affaire;Payé
27478;36;VOL01828;575.65;575.65;01/12/2021;Eco;Payé
27479;38;VOL01828;575.65;525.45;21/01/2022;Eco;Payé
27480;32;VOL01828;575.65;575.65;23/01/2022;Eco;Payé
27481;22;VOL01828;575.65;679.65;16/11/2021;Affaire;Payé
27482;12;VOL01828;575.65;471.34;26/12/2021;Eco;Payé
27483;8;VOL01828;575.65;459.71;19/11/2021;Eco;Payé
27484;26;VOL01828;575.65;575.65;08/12/2021;Eco;Payé
27485;15;VOL01828;863.48;863.48;10/01/2022;Affaire;Payé
27486;29;VOL01828;863.48;863.48;02/11/2021;Affaire;Payé
27487;30;VOL01828;575.65;575.65;03/12/2021;Eco;Payé
27488;24;VOL01828;863.48;601.67;26/11/2021;Affaire;Payé
27489;12;VOL01828;575.65;431.05;04/11/2021;Eco;Payé
27490;41;VOL01828;863.48;805.89;09/12/2021;Affaire;Payé
27491;13;VOL01828;575.65;538.92;22/11/2021;Eco;Payé
27492;33;VOL01828;575.65;500.64;21/12/2021;Eco;Payé
27493;12;VOL01828;575.65;575.65;11/01/2022;Eco;Payé
27494;27;VOL01828;863.48;583.37;12/01/2022;Affaire;Payé
27495;3;VOL01828;575.65;692.65;09/01/2022;Affaire;Payé
27496;35;VOL01829;751.25;751.25;17/12/2023;Eco;Payé
27497;22;VOL01829;751.25;751.25;29/10/2023;Eco;Payé
27498;42;VOL01829;751.25;751.25;29/10/2023;Eco;Payé
27499;25;VOL01829;751.25;489.29;14/11/2023;Eco;Payé
27500;16;VOL01829;1126.88;1126.88;06/01/2024;Affaire;Payé
27501;10;VOL01829;751.25;751.25;23/12/2023;Eco;Payé
27502;29;VOL01829;751.25;751.25;25/12/2023;Eco;Payé
27503;34;VOL01829;751.25;751.25;25/11/2023;Eco;Payé
27504;31;VOL01829;751.25;751.25;15/11/2023;Eco;Payé
27505;32;VOL01829;751.25;689.74;19/10/2023;Affaire;Payé
27506;3;VOL01829;751.25;751.25;27/11/2023;Eco;Payé
27507;19;VOL01829;751.25;751.25;14/11/2023;Eco;Payé
27508;24;VOL01829;751.25;751.25;28/12/2023;Eco;Payé
27509;13;VOL01829;1126.88;1126.88;13/11/2023;Affaire;Payé
27510;12;VOL01830;622.26;622.26;13/09/2023;Affaire;Payé
27511;35;VOL01830;414.84;503.31;01/10/2023;Affaire;Payé
27512;37;VOL01830;622.26;480.82;18/10/2023;Affaire;Payé
27513;30;VOL01830;414.84;414.84;08/08/2023;Eco;Payé
27514;17;VOL01830;622.26;622.26;24/09/2023;Affaire;Payé
27515;20;VOL01830;414.84;414.84;28/10/2023;Eco;Payé
27516;36;VOL01830;622.26;622.26;05/09/2023;Affaire;Payé
27517;12;VOL01830;414.84;284.91;23/08/2023;Eco;Payé
27518;31;VOL01830;622.26;622.26;31/08/2023;Affaire;Payé
27519;41;VOL01830;414.84;414.84;20/08/2023;Eco;Payé
27520;41;VOL01831;1300.19;1300.19;30/06/2022;Affaire;Payé
27521;21;VOL01831;866.79;587.34;29/07/2022;Eco;Payé
27522;24;VOL01831;1300.19;1300.19;14/07/2022;Affaire;Payé
27523;1;VOL01831;866.79;1000.79;26/07/2022;Affaire;Payé
27524;13;VOL01831;866.79;866.79;04/06/2022;Eco;Payé
27525;35;VOL01831;866.79;763.47;20/06/2022;Eco;Payé
27526;27;VOL01831;1300.19;1139.62;24/07/2022;Affaire;Payé
27527;15;VOL01831;866.79;1096.79;06/07/2022;Affaire;Payé
27528;9;VOL01831;866.79;1041.79;11/06/2022;Affaire;Payé
27529;35;VOL01831;1300.19;1300.19;25/05/2022;Affaire;Payé
27530;34;VOL01831;1300.19;1154.96;17/05/2022;Affaire;Payé
27531;30;VOL01831;866.79;914.07;18/05/2022;Affaire;Payé
27532;16;VOL01831;866.79;581.96;27/07/2022;Eco;Payé
27533;8;VOL01831;1300.19;1160.55;14/07/2022;Affaire;Payé
27534;11;VOL01832;125.56;204.15;06/03/2024;Affaire;Payé
27535;38;VOL01832;125.56;253.56;11/03/2024;Affaire;Payé
27536;38;VOL01832;125.56;84.04;11/04/2024;Eco;Payé
27537;33;VOL01832;125.56;388.56;05/04/2024;Affaire;Payé
27538;42;VOL01832;188.35;188.35;06/02/2024;Affaire;Payé
27539;27;VOL01832;125.56;125.56;06/03/2024;Eco;Payé
27540;34;VOL01832;125.56;82.91;08/02/2024;Eco;Payé
27541;15;VOL01832;125.56;125.56;28/01/2024;Eco;Payé
27542;26;VOL01832;125.56;102.09;11/04/2024;Eco;Payé
27543;7;VOL01832;125.56;88.32;13/02/2024;Eco;Payé
27544;41;VOL01832;125.56;125.56;25/01/2024;Eco;Payé
27545;37;VOL01832;125.56;125.56;12/03/2024;Eco;Payé
27546;1;VOL01832;125.56;125.56;05/02/2024;Eco;Payé
27547;33;VOL01832;125.56;125.56;27/03/2024;Eco;Payé
27548;18;VOL01832;125.56;411.23;25/03/2024;Affaire;Payé
27549;33;VOL01832;125.56;106.19;19/04/2024;Eco;Payé
27550;32;VOL01833;406.0;406.0;30/06/2023;Eco;Payé
27551;7;VOL01833;609.0;609.0;17/08/2023;Affaire;Payé
27552;42;VOL01833;406.0;406.0;04/08/2023;Eco;Payé
27553;25;VOL01833;406.0;398.85;11/08/2023;Affaire;Payé
27554;6;VOL01833;609.0;520.82;06/07/2023;Affaire;Payé
27555;33;VOL01833;609.0;609.0;10/09/2023;Affaire;Payé
27556;18;VOL01833;609.0;609.0;30/08/2023;Affaire;Payé
27557;27;VOL01833;406.0;573.0;25/08/2023;Affaire;Payé
27558;13;VOL01833;406.0;406.0;06/07/2023;Eco;Payé
27559;5;VOL01833;406.0;406.0;05/07/2023;Eco;Payé
27560;10;VOL01834;134.55;134.55;27/12/2021;Eco;Payé
27561;13;VOL01834;134.55;134.55;26/01/2022;Eco;Payé
27562;11;VOL01834;134.55;134.55;24/12/2021;Eco;Payé
27563;1;VOL01834;134.55;410.55;11/12/2021;Affaire;Payé
27564;25;VOL01834;201.82;201.82;29/12/2021;Affaire;Payé
27565;22;VOL01834;134.55;110.43;15/12/2021;Eco;Payé
27566;3;VOL01834;134.55;134.55;17/12/2021;Eco;Payé
27567;30;VOL01834;134.55;134.55;01/02/2022;Eco;Payé
27568;31;VOL01834;134.55;374.24;13/01/2022;Affaire;Payé
27569;31;VOL01834;134.55;234.55;17/12/2021;Affaire;Payé
27570;2;VOL01834;134.55;134.55;12/01/2022;Eco;Payé
27571;13;VOL01834;134.55;134.55;07/02/2022;Eco;Payé
27572;35;VOL01835;183.38;146.94;02/08/2024;Eco;Payé
27573;42;VOL01835;183.38;477.38;29/07/2024;Affaire;Payé
27574;26;VOL01835;183.38;158.28;01/07/2024;Eco;Payé
27575;42;VOL01835;183.38;183.38;11/06/2024;Eco;Payé
27576;22;VOL01835;183.38;183.38;04/07/2024;Eco;Payé
27577;9;VOL01835;183.38;354.38;29/07/2024;Affaire;Payé
27578;9;VOL01835;183.38;129.63;26/05/2024;Eco;Payé
27579;20;VOL01835;183.38;316.38;05/08/2024;Affaire;Payé
27580;1;VOL01835;183.38;183.38;27/06/2024;Eco;Payé
27581;21;VOL01835;183.38;466.38;14/06/2024;Affaire;Payé
27582;42;VOL01835;275.07;192.36;23/06/2024;Affaire;Payé
27583;39;VOL01835;183.38;251.78;19/07/2024;Affaire;Payé
27584;40;VOL01835;275.07;275.07;15/07/2024;Affaire;Payé
27585;33;VOL01835;183.38;183.38;23/06/2024;Eco;Payé
27586;25;VOL01835;275.07;275.07;07/07/2024;Affaire;Payé
27587;21;VOL01836;1126.43;816.1;28/03/2023;Affaire;Payé
27588;16;VOL01836;1126.43;952.51;14/04/2023;Affaire;Payé
27589;7;VOL01836;750.95;750.95;09/04/2023;Eco;Payé
27590;8;VOL01836;1126.43;817.56;22/05/2023;Affaire;Payé
27591;35;VOL01836;750.95;850.95;14/06/2023;Affaire;Payé
27592;2;VOL01836;750.95;999.95;21/03/2023;Affaire;Payé
27593;38;VOL01836;750.95;1002.95;12/05/2023;Affaire;Payé
27594;3;VOL01836;750.95;750.95;11/06/2023;Eco;Payé
27595;1;VOL01836;750.95;638.83;22/04/2023;Eco;Payé
27596;9;VOL01836;750.95;750.95;20/04/2023;Eco;Payé
27597;17;VOL01836;1126.43;876.48;13/06/2023;Affaire;Payé
27598;18;VOL01836;750.95;501.33;02/06/2023;Eco;Payé
27599;12;VOL01836;750.95;852.95;22/03/2023;Affaire;Payé
27600;2;VOL01837;431.63;431.63;08/02/2023;Eco;Payé
27601;7;VOL01837;431.63;641.63;30/01/2023;Affaire;Payé
27602;2;VOL01837;431.63;431.63;01/02/2023;Eco;Payé
27603;9;VOL01837;431.63;431.63;16/02/2023;Eco;Payé
27604;35;VOL01837;431.63;542.63;21/01/2023;Affaire;Payé
27605;3;VOL01837;431.63;431.63;20/02/2023;Eco;Payé
27606;13;VOL01837;431.63;382.38;05/01/2023;Eco;Payé
27607;22;VOL01837;431.63;359.68;20/03/2023;Eco;Payé
27608;5;VOL01837;431.63;431.63;14/01/2023;Eco;Payé
27609;13;VOL01837;431.63;431.63;27/02/2023;Eco;Payé
27610;6;VOL01837;431.63;398.87;01/02/2023;Eco;Payé
27611;5;VOL01837;431.63;582.63;29/03/2023;Affaire;Payé
27612;39;VOL01837;431.63;400.81;06/01/2023;Eco;Payé
27613;31;VOL01837;647.45;647.45;15/01/2023;Affaire;Payé
27614;41;VOL01838;657.77;481.42;10/01/2022;Eco;Payé
27615;42;VOL01838;986.65;679.51;06/03/2022;Affaire;Payé
27616;7;VOL01838;657.77;657.77;13/01/2022;Eco;Payé
27617;16;VOL01838;657.77;463.0;11/01/2022;Eco;Payé
27618;17;VOL01838;657.77;657.77;28/03/2022;Eco;Payé
27619;25;VOL01838;657.77;657.77;15/03/2022;Eco;Payé
27620;22;VOL01838;657.77;515.23;19/03/2022;Eco;Payé
27621;37;VOL01838;657.77;773.77;22/02/2022;Affaire;Payé
27622;30;VOL01838;657.77;764.77;23/03/2022;Affaire;Payé
27623;30;VOL01838;986.65;986.65;20/02/2022;Affaire;Payé
27624;33;VOL01838;657.77;657.77;11/03/2022;Eco;Payé
27625;40;VOL01838;657.77;657.77;23/02/2022;Eco;Payé
27626;26;VOL01838;657.77;544.85;19/03/2022;Affaire;Payé
27627;17;VOL01838;657.77;522.07;22/01/2022;Eco;Payé
27628;42;VOL01838;657.77;657.77;24/01/2022;Eco;Payé
27629;25;VOL01838;657.77;523.45;29/01/2022;Eco;Payé
27630;35;VOL01838;657.77;597.78;03/03/2022;Eco;Payé
27631;36;VOL01838;986.65;986.65;23/01/2022;Affaire;Payé
27632;31;VOL01838;657.77;771.77;02/03/2022;Affaire;Payé
27633;14;VOL01838;657.77;657.77;01/04/2022;Eco;Payé
27634;36;VOL01839;705.41;705.41;02/08/2024;Affaire;Payé
27635;3;VOL01839;705.41;705.41;11/08/2024;Affaire;Payé
27636;37;VOL01839;470.27;470.27;03/08/2024;Eco;Payé
27637;15;VOL01839;470.27;407.25;26/06/2024;Eco;Payé
27638;39;VOL01839;470.27;470.27;15/06/2024;Eco;Payé
27639;41;VOL01839;470.27;404.71;24/06/2024;Eco;Payé
27640;17;VOL01839;470.27;470.27;26/07/2024;Eco;Payé
27641;31;VOL01839;705.41;567.78;03/07/2024;Affaire;Payé
27642;5;VOL01839;470.27;647.39;02/08/2024;Affaire;Payé
27643;6;VOL01839;470.27;470.27;17/06/2024;Eco;Payé
27644;28;VOL01839;470.27;470.27;27/08/2024;Eco;Payé
27645;21;VOL01839;705.41;493.29;25/06/2024;Affaire;Payé
27646;40;VOL01839;705.41;705.41;07/07/2024;Affaire;Payé
27647;6;VOL01839;705.41;705.41;13/07/2024;Affaire;Payé
27648;5;VOL01839;470.27;470.27;31/07/2024;Eco;Payé
27649;31;VOL01839;470.27;735.27;27/06/2024;Affaire;Payé
27650;28;VOL01839;470.27;470.27;11/06/2024;Eco;Payé
27651;34;VOL01839;705.41;658.92;11/06/2024;Affaire;Payé
27652;24;VOL01840;1206.71;909.01;27/09/2022;Eco;Payé
27653;37;VOL01840;1206.71;1206.71;25/10/2022;Eco;Payé
27654;28;VOL01840;1206.71;1460.71;01/11/2022;Affaire;Payé
27655;35;VOL01840;1810.07;1810.07;04/12/2022;Affaire;Payé
27656;11;VOL01840;1206.71;1506.71;05/11/2022;Affaire;Payé
27657;39;VOL01840;1810.07;1651.15;23/11/2022;Affaire;Payé
27658;32;VOL01840;1206.71;989.5;29/10/2022;Affaire;Payé
27659;9;VOL01840;1206.71;1362.71;06/10/2022;Affaire;Payé
27660;2;VOL01840;1810.07;1810.07;02/11/2022;Affaire;Payé
27661;35;VOL01840;1206.71;1206.71;23/09/2022;Eco;Payé
27662;9;VOL01840;1206.71;1206.71;28/10/2022;Eco;Payé
27663;29;VOL01840;1206.71;836.73;15/11/2022;Eco;Payé
27664;3;VOL01840;1206.71;1206.71;15/10/2022;Eco;Payé
27665;32;VOL01841;315.37;315.37;30/09/2024;Eco;Payé
27666;37;VOL01841;315.37;315.37;20/11/2024;Eco;Payé
27667;42;VOL01841;315.37;315.37;18/11/2024;Eco;Payé
27668;13;VOL01841;315.37;290.52;23/09/2024;Eco;Payé
27669;28;VOL01841;473.06;346.19;01/09/2024;Affaire;Payé
27670;32;VOL01841;473.06;473.06;20/10/2024;Affaire;Payé
27671;8;VOL01841;315.37;510.37;01/09/2024;Affaire;Payé
27672;42;VOL01841;315.37;436.31;11/11/2024;Affaire;Payé
27673;1;VOL01841;315.37;315.37;04/10/2024;Eco;Payé
27674;39;VOL01841;315.37;379.02;01/10/2024;Affaire;Payé
27675;5;VOL01841;315.37;315.37;16/09/2024;Eco;Payé
27676;5;VOL01841;315.37;315.37;12/09/2024;Eco;Payé
27677;20;VOL01841;473.06;345.66;29/09/2024;Affaire;Payé
27678;37;VOL01841;315.37;475.37;10/11/2024;Affaire;Payé
27679;23;VOL01841;473.06;368.47;12/09/2024;Affaire;Payé
27680;36;VOL01841;315.37;315.37;17/11/2024;Eco;Payé
27681;16;VOL01842;810.96;543.02;21/01/2024;Eco;Payé
27682;42;VOL01842;810.96;662.23;24/12/2023;Eco;Payé
27683;29;VOL01842;1216.45;1216.45;15/11/2023;Affaire;Payé
