id_miles,id_participant,id_vol,miles_calculé,IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
4835,618,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4836,618,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4837,618,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4838,618,VOL02888,80,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4839,618,VOL00998,66,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
4840,619,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4841,619,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4842,619,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4843,619,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4844,619,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4845,619,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4846,619,VOL00389,34,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
4847,619,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4848,620,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4849,620,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4850,620,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4851,620,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4852,620,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4853,620,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4854,620,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4855,620,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4856,620,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4857,620,VOL02888,63,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4858,621,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4859,621,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4860,621,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4861,621,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4862,621,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4863,621,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4864,621,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4865,621,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4866,621,VOL01066,17,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
4867,621,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4868,622,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4869,622,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4870,622,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4871,622,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4872,622,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4873,622,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4874,622,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4875,622,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4876,622,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4877,622,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4878,623,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4879,623,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4880,623,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4881,623,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4882,623,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4883,623,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4884,623,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4885,623,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4886,623,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4887,623,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4888,623,VOL00998,15,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
4889,624,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4890,624,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4891,624,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4892,624,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4893,624,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4894,624,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4895,624,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4896,624,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4897,624,VOL01066,17,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
4898,624,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4899,625,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4900,625,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4901,625,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4902,625,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4903,625,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4904,625,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4905,626,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4906,626,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4907,626,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4908,626,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4909,626,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4910,626,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4911,626,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4912,626,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4913,626,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4914,626,VOL02888,36,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4915,627,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4916,627,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4917,627,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4918,627,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4919,627,VOL02918,45,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
4920,627,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4921,628,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4922,628,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4923,628,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4924,628,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4925,628,VOL02918,22,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
4926,628,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4927,629,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4928,629,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4929,629,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4930,629,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4931,629,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4932,629,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4933,629,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4934,629,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4935,630,VOL00412,58,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4936,630,VOL02254,50,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4937,630,VOL02225,50,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4938,630,VOL01337,112,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4939,630,VOL01172,91,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4940,630,VOL00279,74,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4941,630,VOL00233,91,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4942,630,VOL00143,104,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4943,630,VOL00133,81,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4944,630,VOL02888,80,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4945,630,VOL00998,66,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
4946,631,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4947,631,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4948,631,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4949,631,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4950,631,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4951,631,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4952,632,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4953,632,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4954,632,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4955,632,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4956,633,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4957,633,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4958,633,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4959,633,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4960,633,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4961,633,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4962,633,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4963,633,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4964,633,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4965,633,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4966,634,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4967,634,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4968,634,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4969,634,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4970,634,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4971,634,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4972,634,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4973,634,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4974,634,VOL01066,34,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
4975,634,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4976,635,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4977,635,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4978,635,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4979,635,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4980,635,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4981,635,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4982,635,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4983,635,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4984,635,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4985,635,VOL02888,36,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
4986,636,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4987,636,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4988,636,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4989,636,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
4990,636,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
4991,636,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
4992,636,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
4993,636,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
4994,636,VOL01066,60,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
4995,636,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
4996,637,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
4997,637,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
4998,637,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
4999,637,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5000,637,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5001,637,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5002,637,VOL00389,17,VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
5003,637,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5004,638,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5005,638,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5006,638,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5007,638,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5008,638,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5009,638,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5010,638,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5011,638,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5012,638,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5013,638,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5014,638,VOL00998,15,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
5015,639,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5016,639,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5017,639,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5018,639,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5019,639,VOL02918,22,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
5020,639,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5021,640,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5022,640,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5023,640,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5024,640,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5025,640,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5026,640,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5027,640,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5028,640,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5029,640,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5030,640,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5031,641,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5032,641,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5033,641,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5034,641,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5035,641,VOL02918,78,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
5036,641,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5037,642,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5038,642,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5039,642,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5040,642,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5041,642,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5042,642,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5043,642,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5044,642,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5045,642,VOL01066,17,VOL01066,20211228,Singapour,Paris,6661.5,8.51,Terminé,A077
5046,642,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5047,643,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5048,643,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5049,643,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5050,643,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5051,643,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5052,643,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5053,643,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5054,643,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5055,643,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5056,643,VOL02888,36,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5057,644,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5058,644,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5059,644,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5060,644,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5061,644,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5062,644,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5063,645,VOL00412,45,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5064,645,VOL02254,39,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5065,645,VOL02225,39,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5066,645,VOL01337,87,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5067,645,VOL01172,71,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5068,645,VOL00279,58,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5069,645,VOL00233,71,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5070,645,VOL00143,81,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5071,645,VOL00133,63,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5072,645,VOL02888,63,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5073,645,VOL00998,51,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
5074,646,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5075,646,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5076,646,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5077,646,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5078,646,VOL02918,22,VOL02918,20211225,Hong Kong,New York,8049.43,11.21,Terminé,A113
5079,646,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5080,647,VOL00412,13,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5081,647,VOL02254,11,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5082,647,VOL02225,11,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5083,647,VOL01337,25,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5084,647,VOL01172,20,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5085,647,VOL00279,16,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5086,647,VOL00233,20,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5087,647,VOL00143,23,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5088,647,VOL00133,18,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5089,647,VOL02888,18,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5090,647,VOL00998,15,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
5091,648,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5092,648,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5093,648,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5094,648,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5095,648,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5096,648,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5097,648,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5098,648,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5099,648,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5100,648,VOL02888,36,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
5101,648,VOL00998,29,VOL00998,20220120,Tokyo,Berlin,5559.08,7.31,Terminé,A011
5102,649,VOL00412,26,VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
5103,649,VOL02254,22,VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
5104,649,VOL02225,22,VOL02225,20220524,Singapour,Dubaï,3627.21,5.56,Terminé,A003
5105,649,VOL01337,50,VOL01337,20220313,Dubaï,Los Angeles,9281.76,12.47,Terminé,A003
5106,649,VOL01172,41,VOL01172,20220214,New York,Hong Kong,8049.43,10.16,Terminé,A145
5107,649,VOL00279,33,VOL00279,20220920,Hong Kong,Madrid,6542.88,8.25,Terminé,A072
5108,649,VOL00233,40,VOL00233,20221105,Hong Kong,Madrid,6542.88,10.09,Terminé,A131
5109,649,VOL00143,46,VOL00143,20220513,Singapour,Sydney,9010.03,11.6,Terminé,A008
5110,649,VOL00133,36,VOL00133,20220131,Paris,Singapour,6661.5,8.96,Terminé,A025
5111,649,VOL02888,36,VOL02888,20230325,Berlin,Tokyo,5559.08,8.93,Terminé,A036
